"S.No.","Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Manufacturer","Model","Type","Price.y","MPG.city","MPG.highway","AirBags","DriveTrain","Cylinders","Horsepower","RPM","Rev.per.mile","Man.trans.avail","Fuel.tank.capacity","Length","Wheelbase","Width","Turn.circle","Rear.seat.room","Luggage.room","Weight","Origin","5","7","8","4","6","2","NA","10","9","0"
88,"Hyundai Grand i10 Sportz","Bangalore",2016,16000,"Petrol","Manual","First",18.9,1197,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Hyundai Santro Xing XO","Hyderabad",2007,73745,"Petrol","Manual","First",17,1086,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"Honda Amaze SX i-VTEC","Mumbai",2016,18949,"Petrol","Manual","First",17.8,1198,86.7,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,"Toyota Fortuner 4x2 Manual","Delhi",2014,107000,"Diesel","Manual","First",13,2982,168.5,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA
92,"Audi A6 2011-2015 35 TDI Premium","Coimbatore",2018,48367,"Diesel","Automatic","First",17.68,1968,174.33,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",39.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,"Ford Ecosport 1.5 DV5 MT Titanium Optional","Delhi",2013,57000,"Diesel","Manual","First",22.7,1498,89.84,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,"Mahindra XUV500 W8 2WD","Delhi",2014,58000,"Diesel","Manual","First",15.1,2179,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA
95,"Honda Amaze SX i-DTEC","Kolkata",2015,30000,"Diesel","Manual","First",25.8,1498,98.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"Volkswagen Polo Diesel Highline 1.2L","Kolkata",2013,34212,"Diesel","Manual","First",22.07,1199,73.9,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"Hyundai Verna Transform SX VGT CRDi","Ahmedabad",2010,70002,"Diesel","Manual","First",16.2,1493,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"Maruti Wagon R VXI BS IV","Bangalore",2016,62000,"Petrol","Manual","First",18.9,998,67.1,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,"Volkswagen Polo Petrol Highline 1.6L","Delhi",2010,62001,"Petrol","Manual","First",15.26,1598,103.5,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"Hyundai i20 1.4 CRDi Sportz","Pune",2011,78958,"Diesel","Manual","Second",23,1396,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,"Hyundai i20 Asta 1.2","Mumbai",2014,30180,"Petrol","Manual","First",18.5,1197,82.85,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,"Datsun GO Plus T Petrol","Pune",2017,32851,"Petrol","Manual","First",19.83,1198,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,3.95,NA,NA,NA,NA,NA,NA,NA,NA
103,"Audi A4 3.0 TDI Quattro Premium","Kolkata",2010,30000,"Diesel","Automatic","First",14.94,2967,241.4,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"Hyundai i20 2015-2017 Asta","Pune",2009,66000,"Petrol","Manual","Second",17,1197,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,"Maruti Omni 5 Str STD","Coimbatore",2010,93850,"Petrol","Manual","First",14,796,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"Toyota Etios Liva 1.2 G","Ahmedabad",2014,53000,"Petrol","Manual","First",17.71,1197,78.9,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,"Jaguar XF 3.0 Litre S Premium Luxury","Hyderabad",2011,78000,"Diesel","Automatic","Second",14.74,2993,270.9,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",24,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"Mahindra XUV500 W8 2WD","Delhi",2012,65000,"Diesel","Manual","Second",16,2179,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,5.75,NA,NA,NA,NA,NA,NA,NA,NA
109,"Hyundai Verna 1.6 SX CRDI (O) AT","Kolkata",2014,40000,"Diesel","Automatic","First",22.32,1582,126.32,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"Toyota Innova Crysta 2.8 ZX AT","Mumbai",2017,30000,"Diesel","Automatic","First",11.36,2755,171.5,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,19.25,NA,NA,NA,NA,NA,NA,NA,NA
111,"Maruti Eeco 5 Seater AC","Coimbatore",2017,38053,"Petrol","Manual","First",15.1,1196,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"Tata Nano Twist XT","Bangalore",2014,25500,"Petrol","Manual","First",25.4,624,37.5,"BMW","535i","Midsize",30,22,30,"Driver only","Rear","4",208,5700,2545,"Yes",21.1,186,109,69,39,27,13,3640,"non-USA",NA,NA,NA,2.15,NA,NA,NA,NA,NA,NA
113,"BMW 3 Series 320d Luxury Line","Mumbai",2015,56087,"Diesel","Automatic","First",22.69,1995,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",20.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,"Honda Civic 2006-2010 1.8 V MT","Delhi",2010,71088,"Petrol","Manual","First",13.5,1799,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,"Toyota Innova 2.5 VX (Diesel) 7 Seater","Ahmedabad",2014,55000,"Diesel","Manual","First",12.99,2494,100.6,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,11.11,NA,NA,NA,NA,NA,NA,NA,NA
116,"Volvo V40 Cross Country D3","Bangalore",2014,32700,"Diesel","Automatic","First",23.3,1984,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",20,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,"Nissan Micra XV CVT","Coimbatore",2016,39882,"Petrol","Automatic","First",19.15,1198,75.94,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,"BMW 5 Series 2010-2013 525i","Mumbai",2009,128000,"Petrol","Automatic","First",10.8,2497,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"Maruti Vitara Brezza VDi","Mumbai",2016,55000,"Diesel","Manual","First",24.3,1248,88.5,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,"Hyundai Santro Xing XL eRLX Euro III","Mumbai",2005,102000,"Petrol","Manual","Second",17,1086,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"Mercedes-Benz B Class B200 CDI","Pune",2014,53753,"Diesel","Automatic","Second",15,2143,107.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",16.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,"Hyundai Verna CRDi 1.6 SX Option","Kolkata",2018,10250,"Diesel","Manual","First",22,1582,126.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",10.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,"Maruti Wagon R LXI BS IV","Pune",2011,43874,"Petrol","Manual","First",18.9,998,67.1,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,"Tata Nano XTA","Coimbatore",2017,32684,"Petrol","Automatic","First",21.9,624,37.48,"BMW","535i","Midsize",30,22,30,"Driver only","Rear","4",208,5700,2545,"Yes",21.1,186,109,69,39,27,13,3640,"non-USA",NA,NA,NA,3.23,NA,NA,NA,NA,NA,NA
125,"Mahindra Scorpio VLX","Kolkata",2014,42000,"Diesel","Manual","First",12.05,2179,NA,"Chevrolet","Astro","Van",16.6,15,20,"None","4WD","6",165,4000,1790,"No",27,194,111,78,42,33.5,NA,4025,"USA",NA,NA,7.75,NA,NA,NA,NA,NA,NA,NA
126,"Mercedes-Benz New C-Class 200 K AT","Kolkata",2009,28352,"Petrol","Automatic","First",11.7,1796,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",9.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,"Maruti Wagon R LXI CNG","Pune",2013,89900,"CNG","Manual","First",26.6,998,58.16,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,"Honda CR-V 2.4 MT","Bangalore",2007,47700,"Petrol","Manual","Second",10.8,2354,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,"Volkswagen Vento 1.5 TDI Comfortline AT","Pune",2015,55000,"Diesel","Automatic","First",21.21,1498,103.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,"Maruti Ciaz VXi Plus","Kochi",2017,44285,"Petrol","Manual","First",20.73,1373,91.1,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",7.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,"Mahindra XUV500 AT W10 FWD","Jaipur",2016,54000,"Diesel","Automatic","First",16,2179,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,13.25,NA,NA,NA,NA,NA,NA,NA,NA
132,"Maruti Ritz VXI ABS","Coimbatore",2016,30232,"Petrol","Manual","First",21.1,1197,85.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,"Maruti Alto K10 VXI","Hyderabad",2014,88500,"Petrol","Manual","First",24.07,998,67.1,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,"Mercedes-Benz SLC 43 AMG","Kolkata",2017,13372,"Petrol","Automatic","First",19,2996,362.07,"Chevrolet","Corvette","Sporty",38,17,25,"Driver only","Rear","8",300,5000,1450,"Yes",20,179,96,74,43,NA,NA,3380,"USA",NA,NA,NA,NA,NA,54,NA,NA,NA,NA
135,"Hyundai Verna VTVT 1.6 AT SX Plus","Kochi",2019,12645,"Petrol","Automatic","First",17,1591,121.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,"Maruti Alto LXi BSIII","Chennai",2010,94385,"Petrol","Manual","Second",19.7,796,46.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,"BMW 1 Series 118d Base","Coimbatore",2015,31821,"Diesel","Automatic","First",20.58,1995,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",17.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,"Honda Jazz 1.2 V CVT i VTEC","Mumbai",2015,12000,"Petrol","Automatic","First",19,1199,88.7,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"Honda Civic 2006-2010 1.8 V MT","Delhi",2012,88578,"Petrol","Manual","First",13.5,1799,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"Mercedes-Benz New C-Class C 220 CDI Avantgarde","Kochi",2014,44965,"Diesel","Automatic","First",19.27,2143,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",17.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,"Honda Amaze SX i-DTEC","Kolkata",2014,45044,"Diesel","Manual","First",25.8,1498,98.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,"Maruti Swift VVT VXI","Kochi",2016,34204,"Petrol","Manual","First",22,1197,81.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,"Hyundai Santro Xing XO eRLX Euro II","Kochi",2008,80759,"Petrol","Manual","Third",17,1086,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,"Toyota Fortuner 3.0 Diesel","Coimbatore",2012,91235,"Diesel","Manual","First",11.5,2982,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,13.49,NA,NA,NA,NA,NA,NA,NA,NA
145,"Chevrolet Beat LT Option","Pune",2014,38800,"Petrol","Manual","First",18.6,1199,76.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,"Skoda Rapid 1.5 TDI Elegance","Chennai",2013,83000,"Diesel","Manual","First",21.14,1498,103.52,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,"Maruti Ciaz 1.4 Alpha","Kochi",2018,41283,"Petrol","Manual","First",20.73,1373,91.1,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"Audi RS5 Coupe","Mumbai",2013,23000,"Petrol","Automatic","First",11.05,2894,NA,"BMW","535i","Midsize",30,22,30,"Driver only","Rear","4",208,5700,2545,"Yes",21.1,186,109,69,39,27,13,3640,"non-USA",NA,NA,NA,37,NA,NA,NA,NA,NA,NA
149,"BMW 3 Series Luxury Line","Mumbai",2014,48000,"Diesel","Automatic","First",21.76,1995,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"Audi A4 2.0 TDI 177 Bhp Premium Plus","Coimbatore",2015,48214,"Diesel","Automatic","First",17.11,1968,174.33,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",23.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,"Maruti Swift VDI","Chennai",2016,35000,"Diesel","Manual","First",22.9,1248,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"Mercedes-Benz S Class 2005 2013 S 500","Kolkata",2010,35277,"Petrol","Automatic","First",7.81,5461,362.9,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",30,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,"Skoda Rapid 1.5 TDI AT Elegance Plus Black Package","Coimbatore",2016,54620,"Diesel","Automatic","First",21.66,1498,103.52,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",9.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,"Skoda Superb Elegance 2.0 TDI CR AT","Pune",2012,136997,"Diesel","Automatic","First",17.2,1968,138.1,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,"Hyundai EON Magna Plus","Kochi",2019,14322,"Petrol","Manual","First",21.1,814,55.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,"Volkswagen Polo Diesel Trendline 1.2L","Jaipur",2012,65634,"Diesel","Manual","First",22.07,1199,73.9,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,"Datsun GO NXT","Kolkata",2016,6000,"Petrol","Manual","First",20.63,1198,67.06,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,"Honda Brio S MT","Kolkata",2013,33280,"Petrol","Manual","First",19.4,1198,86.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,"Mercedes-Benz B Class B180","Delhi",2013,29000,"Petrol","Automatic","First",14.8,1595,120.7,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",11.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"Honda City i DTEC V","Kochi",2015,42831,"Diesel","Manual","First",26,1498,98.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",7.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,"Toyota Innova 2.5 G (Diesel) 7 Seater","Ahmedabad",2016,90000,"Diesel","Manual","First",12.99,2494,100.6,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,10.9,NA,NA,NA,NA,NA,NA,NA,NA
162,"Maruti Swift VXI Optional","Ahmedabad",2017,24005,"Petrol","Manual","First",20.4,1197,81.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,"Mahindra XUV500 W8 2WD","Mumbai",2012,32792,"Diesel","Manual","First",15.1,2179,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA
164,"Ford Ecosport 1.5 DV5 MT Ambiente","Kochi",2014,147898,"Diesel","Manual","First",22.7,1498,89.84,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,"Toyota Fortuner 4x2 Manual","Mumbai",2012,131765,"Diesel","Manual","First",13,2982,168.5,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA
166,"Volkswagen Vento 1.5 Highline Plus AT 16 Alloy","Chennai",2013,65000,"Diesel","Automatic","First",21.5,1498,108.5,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,"Ford Figo Diesel Titanium","Jaipur",2010,66123,"Diesel","Manual","Second",20,1399,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,"BMW X5 xDrive 30d","Mumbai",2015,41000,"Diesel","Automatic","First",15.3,2993,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",45,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,"Mercedes-Benz New C-Class C 220 CDI Style","Coimbatore",2017,23550,"Diesel","Automatic","First",19.27,2143,167.62,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",33.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,"Honda Brio V MT","Bangalore",2012,45000,"Petrol","Manual","Second",19.4,1198,86.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,"Hyundai i10 Magna 1.2","Delhi",2013,60000,"Petrol","Manual","First",20.36,1197,78.9,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,"Mercedes-Benz GLC 220","Bangalore",2016,44414,"Diesel","Automatic","First",17.9,2143,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,"Hyundai Grand i10 1.2 Kappa Asta","Kolkata",2019,1000,"Petrol","Manual","First",18.9,1197,81.86,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,"Audi A6 2011-2015 2.0 TDI Premium Plus","Mumbai",2012,62500,"Diesel","Automatic","Second",17.68,1968,174.33,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",19,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,"Volkswagen Vento Petrol Highline AT","Mumbai",2013,21000,"Petrol","Automatic","Second",14.4,1598,103.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
